date,text
2020-05-31,"Trump Hopes for His Own Booster Shot From SpaceX Rocket Launch - The president, beleaguered by a pandemic, economic troubles and racial unrest, viewed the liftoff as a welcome moment of triumph that he celebrated with a campaign rally-style speech."
2020-06-18,"How the Trump Campaign’s Plans for a Triumphant Rally Went Awry - Instead of offering President Trump a glide path back into the campaign season, Saturday’s rally in Tulsa has become yet another flash point for a candidate who has repeatedly displayed insensitivity about race."
2020-06-23,"Bolton Assaults Trump From the Right, and Takes Fire From All Directions - In an interview, the former national security said he accepted that he would pay a price for perhaps the most incriminating portrait of a president by such a high-level aide since the Watergate era."
2020-07-09,"Supreme Court to Decide if Trump Can Block Release of Tax Records - Around 10 a.m. Thursday, the justices are set to issue highly anticipated decisions on whether the president’s accountants and bankers must disclose information about his financial affairs."
2020-10-18,"How Mormons Fed Up With Trump Could Help Lift Biden in Arizona - Members of the Church of Jesus Christ of Latter-day Saints tend to vote Republican. But in Arizona, some find the president’s behavior at odds with their values and are shifting to Joe Biden."
2020-07-31,"Trump Halts TV Advertising as He Struggles in Polls Against Biden - The six-day pause was ordered by the president’s new campaign manager, Bill Stepien."
2020-10-29,"Trump and Biden Converge in Florida, an Elusive Prize Still Up for Grabs - The presidential rivals both appeared in Tampa, confronting their vulnerabilities and courting a range of voters, a clear sign that both see their political fortunes tied to the state."
2020-10-10,"Trump, Lagging in Polls, Tries to Project Strength: This Week in the 2020 Race - President Trump returned to the White House this week after his hospitalization for coronavirus. He is eager to get back on the campaign trail as his support is falling far behind Joe Biden in national polls."
2020-04-26,Trump Turns Shared American Experiences Into Us vs. Them - Nostalgia for a time when Democratic leaders could embrace Republican leaders in a moment of crisis — and when a bipartisan group would gather for an annual roasting in Washington.
2020-10-10,"Trump Claims in Interview That He Is ‘Medication Free’ - The president said on Fox that he went to Walter Reed National Military Medical Center last Friday because he “didn’t feel strong,” but he denied that he had experienced any trouble breathing."
2020-10-03,"74 and Overweight, Trump Faces Extra Risks From ‘a Very Sneaky Virus’ - The president has boasted of his health and is sure to receive the best possible care, but he carries a number of risk factors as he begins his battle with Covid-19."
2020-10-22,"Grenell Pursued Talks Over Change of Power in Venezuela - A close ally of President Trump quietly met with an associate of President Nicolás Maduro, whom the United States does not recognize as the leader of Venezuela."
2020-08-23,"President’s Sister Describes Trump as Liar With ‘No Principles’ in Recordings - In a series of recordings published by The Washington Post, Maryanne Trump Barry can be heard disparaging her brother’s performance as president."
2020-04-13,On Politics: How Trump Fell Short on the Coronavirus - An investigation found many early warnings of the virus’s threat: This is your morning tip sheet.
2020-01-17,Pat Cipollone: White House Counsel Who Will Help Lead Trump Legal Team - The top White House lawyer is less resistant to President Trump’s whims and wishes than his previous counsel.
2020-06-02,"Republicans Fear Trump’s Criticism of Mail-In Ballots Will Hurt Them - Officials and strategists warned that if a wide partisan gap over mail voting continues in November, Republicans could be at a disadvantage."
2020-10-09,"Trump Pushed False Claims of Voter Fraud as Justice Dept. Moved to Investigate Matter - Former department officials from both parties have warned that under Attorney General William P. Barr, the department is slipping into a partisan morass it had long sought to avoid."
2020-10-05,"As Trump Seeks to Project Strength, Doctors Disclose Alarming Episodes - The president made a surprise outing from his hospital bed in an effort to show his improvement, but the murky and shifting narrative of his illness was rewritten again with grim new details."
2020-05-12,"Trump Is Courting Black Voters. His Failures on the Virus Are a Problem. - The president has only fleetingly addressed the pandemic’s outsize impact on black Americans, and made no apparent effort to aggressively tackle the racial disparities."
2020-02-05,Trump Claims End of ‘American Decline’ While Avoiding Mention of Impeachment - The interactions between President Trump and Speaker Nancy Pelosi during the State of the Union address underscored the bitterness the move to remove him from office has caused.
2020-04-16,Why Trump’s Threat to Adjourn Congress Is Dubious - The president made another attention-grabbing claim about his purported powers amid the pandemic.
2020-10-08,"A Trump-Pence Strategy on the Virus: Interrupt, Distract, Change the Subject - The White House’s approach to avoiding accountability for its record is becoming clearer than ever, and it was on display as Mike Pence faced Kamala Harris."
2020-02-14,U.S. Watchdog to Investigate Trump’s Farm Bailout Program - The Government Accountability Office will review how the $28 billion farm bailout aimed at cushioning trade-related losses was spent.
2020-09-02,"Trump Encourages People in North Carolina to Vote Twice, Which Is Illegal - The president’s suggestion, which he framed as a way to test the security of elections systems, constituted the kind of voter fraud he has railed against."
2020-08-27,"Biden Says Trump Is ‘Rooting for More Violence’ Amid Kenosha Unrest - As Republicans sensed a political opportunity, the Democratic nominee sought to turn attention back to the pandemic and highlighted the president’s tendency to inflame volatile situations."
2020-09-22,"Lagoa’s role in Florida makes her an appealing Supreme Court choice for Trump. - Judge Barbara Lagoa lacks some of the usual credentials of a Supreme Court justice, but her roots in the Cuban-American community could make her an attractive choice for President Trump."
2020-01-17,"Trump Campaign Plans Greater Focus on ‘Bundlers’ - Successful in raising small contributions online and six-figure ones from wealthy donors, the campaign now wants to tap into supporters who can “bundle” contributions from friends and business associates."
